#{"t_start": 1760104923.8170428, "env_id": "None"}
r,l,t
-9.771552,100,16.594565
-11.945905,100,16.59457
-27.031265,100,16.594574
-9.65427,100,16.594578
-18.254005,100,16.594583
-23.269615,100,16.594587
-4.307014,100,16.761079
-5.7621136,100,16.761123
-8.772941,100,16.761133
-4.650364,100,16.761143
-5.6995826,100,16.761148
-5.026551,100,16.761153
-3.5658622,100,16.761158
-21.261497,100,16.761163
-5.566021,100,16.761167
-14.117642,100,16.761172
-4.6078563,100,16.922772
-4.9290433,100,16.922813
-4.7643905,100,16.922822
-10.152092,100,16.922829
-4.622945,100,16.922834
-18.092497,100,16.922839
-10.1255,100,16.922844
-11.352226,100,16.922848
-18.06363,100,16.922852
-6.9818096,100,16.922857
-6.3759513,100,17.081342
-6.1486216,100,17.081368
-16.951061,100,17.081375
-3.5389483,100,17.081381
-3.3810098,100,17.081386
-17.92485,100,17.081391
-2.7236853,100,17.081395
-6.931613,100,17.081399
-15.109711,100,17.081403
-7.435047,100,17.08141
-6.8080845,100,17.239333
-7.1727,100,17.239346
-4.0802393,100,17.239353
-4.342931,100,17.239358
-2.8474047,100,17.239363
-7.539243,100,17.239368
-4.593905,100,17.239372
-7.7170897,100,17.239377
-8.076022,100,17.239381
-7.0132694,100,17.239385
-28.503231,100,17.399423
-24.598877,100,17.399449
